pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
44.0,-2,13.0,1008.0,NW,3.58,0,0
64.0,-2,15.0,1009.0,cv,0.45,0,0
80.0,5,16.0,1010.0,NW,1.79,0,0
53.0,-2,21.0,1010.0,NW,3.58,0,0
102.0,3,23.0,1010.0,cv,0.89,0,0
133.0,3,22.0,1010.0,SE,4.02,0,0
151.0,4,23.0,1010.0,SE,7.15,0,0
149.0,6,23.0,1009.0,SE,8.94,0,0
141.0,6,23.0,1008.0,SE,12.07,0,0
146.0,6,24.0,1007.0,SE,15.2,0,0
150.0,6,23.0,1006.0,SE,18.33,0,0
150.0,7,23.0,1005.0,NE,3.13,0,0
151.0,7,23.0,1005.0,cv,0.89,0,0
142.0,6,22.0,1006.0,NE,1.79,0,0
138.0,5,23.0,1006.0,NW,4.02,0,0
142.0,6,20.0,1007.0,NW,8.04,0,0
142.0,4,21.0,1007.0,cv,0.89,0,0
150.0,5,19.0,1005.0,SE,4.02,0,0
160.0,5,21.0,1006.0,cv,1.79,0,0
118.0,4,20.0,1006.0,SE,4.02,0,1
114.0,7,18.0,1005.0,cv,0.89,0,0
111.0,9,16.0,1005.0,SE,0.89,0,0
113.0,10,15.0,1005.0,SE,4.02,0,0
120.0,10,15.0,1005.0,cv,0.89,0,0
129.0,9,14.0,1005.0,NW,0.89,0,0
133.0,10,13.0,1005.0,SE,0.89,0,0
118.0,10,16.0,1005.0,NW,1.79,0,0
119.0,8,19.0,1005.0,cv,0.89,0,0
118.0,8,20.0,1005.0,SE,1.79,0,0
132.0,9,21.0,1005.0,SE,3.58,0,0
128.0,8,23.0,1004.0,cv,1.79,0,0
135.0,8,24.0,1002.0,cv,3.58,0,0
123.0,11,25.0,1002.0,SE,4.02,0,0
118.0,13,25.0,1001.0,SE,7.15,0,0
104.0,15,25.0,1000.0,SE,11.17,0,0
121.0,15,24.0,999.0,SE,16.98,0,0
136.0,15,23.0,999.0,SE,21.9,0,0
172.0,16,22.0,999.0,SE,26.82,0,1
208.0,17,19.0,1000.0,SE,29.95,0,3
228.0,18,19.0,999.0,SE,31.74,0,4
201.0,17,19.0,1000.0,SE,35.76,0,0
142.0,16,19.0,1000.0,SE,39.78,0,1
154.0,16,18.0,1000.0,SE,44.7,0,2
165.0,16,17.0,999.0,SE,49.62,0,3
182.0,15,17.0,999.0,SE,53.64,0,5
158.0,15,16.0,997.0,SE,57.66,0,6
181.0,15,16.0,997.0,SE,59.45,0,0
202.0,15,16.0,996.0,SE,63.47,0,0
202.0,15,16.0,996.0,SE,65.26,0,0
198.0,14,16.0,997.0,SE,67.05,0,0
215.0,15,16.0,998.0,SE,68.84,0,0
216.0,15,16.0,997.0,SE,71.97,0,0
261.0,15,17.0,998.0,SE,73.76,0,0
283.0,16,18.0,997.0,SE,76.89,0,0
282.0,17,20.0,997.0,SE,78.68,0,0
260.0,16,22.0,997.0,cv,3.13,0,0
70.0,8,24.0,996.0,NW,12.07,0,0
32.0,7,26.0,996.0,NW,21.9,0,0
13.0,7,26.0,996.0,NW,33.08,0,0
9.0,6,25.0,996.0,NW,46.94,0,0
7.0,6,24.0,997.0,NW,59.01,0,0
11.0,3,21.0,999.0,NW,71.08,0,0
14.0,0,18.0,1000.0,NW,84.04,0,0
14.0,0,17.0,1002.0,NW,97.0,0,0
14.0,-1,17.0,1003.0,NW,113.09,0,0
12.0,-1,16.0,1004.0,NW,124.27,0,0
10.0,-1,15.0,1004.0,NW,134.1,0,0
16.0,-1,15.0,1005.0,NW,143.04,0,0
9.0,-1,15.0,1006.0,NW,151.98,0,0
10.0,-1,13.0,1007.0,NW,153.77,0,0
10.0,0,12.0,1007.0,NE,3.13,0,0
11.0,0,12.0,1008.0,NW,4.02,0,0
13.0,0,13.0,1008.0,NW,8.04,0,0
12.0,1,13.0,1009.0,NW,11.17,0,0
17.0,1,15.0,1009.0,NW,18.32,0,0
15.0,0,17.0,1009.0,NW,25.47,0,0
19.0,2,19.0,1009.0,NW,32.62,0,0
20.0,2,21.0,1008.0,NW,39.77,0,0
16.0,2,23.0,1007.0,NW,45.58,0,0
20.0,1,25.0,1006.0,NW,52.73,0,0
17.0,1,26.0,1005.0,NW,59.88,0,0
14.0,-1,28.0,1005.0,NW,67.03,0,0
18.0,-1,28.0,1004.0,NW,75.08,0,0
16.0,0,28.0,1004.0,NW,80.89,0,0
16.0,0,27.0,1003.0,NW,88.04,0,0
18.0,-2,27.0,1003.0,NW,93.85,0,0
25.0,-3,26.0,1004.0,NW,97.87,0,0
32.0,2,24.0,1004.0,SE,4.92,0,0
35.0,2,23.0,1005.0,SE,9.84,0,0
35.0,2,22.0,1005.0,SE,13.86,0,0
41.0,0,23.0,1004.0,SE,22.8,0,0
48.0,2,21.0,1003.0,SE,26.82,0,0
50.0,2,20.0,1004.0,SE,30.84,0,0
52.0,4,18.0,1003.0,SE,33.97,0,0
57.0,4,19.0,1003.0,SE,37.99,0,0
64.0,6,17.0,1002.0,SE,41.12,0,0
66.0,6,17.0,1002.0,cv,0.89,0,0
73.0,8,15.0,1002.0,NE,1.79,0,0
72.0,8,17.0,1003.0,cv,0.89,0,0
81.0,8,19.0,1004.0,SE,1.79,0,0
85.0,8,21.0,1004.0,SE,3.58,0,0
87.0,10,23.0,1003.0,cv,1.79,0,0
165.0,0,25.0,1003.0,NW,8.94,0,0
219.0,-2,26.0,1003.0,NW,18.77,0,0
228.0,0,27.0,1002.0,NW,26.82,0,0
204.0,-3,28.0,1002.0,NW,38.0,0,0
173.0,-1,27.0,1002.0,NW,47.83,0,0
126.0,-1,28.0,1002.0,NW,57.66,0,0
130.0,-2,28.0,1002.0,NW,66.6,0,0
115.0,-2,27.0,1003.0,NW,73.75,0,0
58.0,1,23.0,1004.0,NW,76.88,0,0
45.0,0,20.0,1005.0,NW,78.67,0,0
30.0,2,19.0,1006.0,NW,80.46,0,0
38.0,0,19.0,1006.0,NW,85.38,0,0
48.0,0,16.0,1007.0,NW,89.4,0,0
50.0,-1,18.0,1007.0,NW,90.29,0,0
71.0,5,14.0,1007.0,NE,1.79,0,0
49.0,6,14.0,1007.0,cv,0.89,0,0
67.0,6,13.0,1007.0,NE,1.79,0,0
59.0,7,15.0,1008.0,SE,1.79,0,0
78.0,7,13.0,1008.0,cv,0.89,0,0
140.0,8,12.0,1009.0,cv,1.78,0,0
159.0,9,16.0,1009.0,cv,2.67,0,0
191.0,10,18.0,1009.0,NW,1.79,0,0
201.0,9,20.0,1009.0,SE,1.79,0,0
203.0,9,22.0,1009.0,SE,3.58,0,0
202.0,7,24.0,1009.0,cv,1.79,0,0
163.0,4,24.0,1008.0,SE,4.92,0,0
135.0,6,25.0,1007.0,SE,9.84,0,0
119.0,7,25.0,1006.0,SE,13.86,0,0
107.0,8,25.0,1005.0,SE,17.88,0,0
110.0,7,24.0,1004.0,SE,23.69,0,0
114.0,7,23.0,1004.0,SE,28.61,0,0
132.0,7,23.0,1004.0,SE,33.53,0,0
150.0,6,22.0,1004.0,SE,38.45,0,0
154.0,5,21.0,1005.0,SE,42.47,0,0
148.0,5,20.0,1006.0,SE,45.6,0,0
144.0,6,19.0,1005.0,SE,48.73,0,0
133.0,6,19.0,1007.0,cv,0.89,0,0
139.0,11,15.0,1007.0,NW,1.79,0,1
129.0,12,15.0,1004.0,SE,1.79,0,2
122.0,12,14.0,1004.0,NW,4.02,0,0
120.0,12,15.0,1005.0,NW,8.94,0,0
129.0,10,16.0,1005.0,NW,14.75,0,0
294.0,6,16.0,1006.0,NW,19.67,0,0
100.0,3,15.0,1007.0,NW,27.72,0,0
55.0,0,15.0,1008.0,NW,35.77,0,0
32.0,-1,15.0,1008.0,NW,47.84,0,0
19.0,-1,16.0,1008.0,NW,59.02,0,0
18.0,-1,17.0,1008.0,NW,67.96,0,0
14.0,0,19.0,1008.0,NW,73.77,0,0
20.0,-1,20.0,1007.0,NW,81.82,0,0
27.0,-3,21.0,1007.0,NW,93.0,0,0
31.0,-2,22.0,1007.0,NW,100.15,0,0
39.0,2,20.0,1007.0,NE,5.81,0,0
28.0,-3,21.0,1007.0,NW,5.81,0,0
56.0,-9,21.0,1007.0,NW,16.99,0,0
53.0,-9,20.0,1007.0,NW,24.14,0,0
59.0,-9,19.0,1008.0,NW,32.19,0,0
82.0,-7,18.0,1009.0,NW,37.11,0,0
108.0,-4,16.0,1009.0,NW,38.9,0,0
117.0,-2,15.0,1009.0,cv,0.89,0,0
126.0,0,14.0,1008.0,SE,1.79,0,0
132.0,-2,14.0,1008.0,SE,4.92,0,0
125.0,-1,13.0,1007.0,SE,6.71,0,0
96.0,0,12.0,1006.0,cv,0.89,0,0
40.0,3,11.0,1006.0,SE,1.79,0,0
46.0,5,10.0,1005.0,SE,3.58,0,0
50.0,4,8.0,1005.0,cv,0.89,0,0
58.0,6,8.0,1005.0,cv,1.78,0,0
55.0,6,12.0,1004.0,NE,1.79,0,0
50.0,6,15.0,1004.0,NE,3.58,0,0
55.0,3,19.0,1004.0,cv,1.79,0,0
45.0,-6,22.0,1003.0,NW,7.15,0,0
43.0,-8,23.0,1003.0,NW,20.11,0,0
63.0,-6,23.0,1003.0,NW,35.31,0,0
62.0,-4,23.0,1004.0,NW,48.27,0,0
58.0,-5,22.0,1004.0,NW,61.23,0,0
28.0,-3,23.0,1004.0,NW,73.3,0,0
32.0,-1,21.0,1005.0,NW,82.24,0,0
21.0,-2,21.0,1006.0,NW,92.07,0,0
15.0,-1,20.0,1007.0,NW,101.9,0,0
15.0,-1,18.0,1008.0,NW,113.97,0,0
8.0,-2,17.0,1009.0,NW,122.02,0,0
20.0,-1,17.0,1010.0,NW,129.17,0,0
11.0,-1,16.0,1011.0,NW,138.11,0,0
11.0,0,16.0,1012.0,NW,146.16,0,0
10.0,-1,15.0,1013.0,NW,154.21,0,0
8.0,0,14.0,1013.0,NW,159.13,0,0
7.0,-1,14.0,1013.0,NW,166.28,0,0
5.0,0,14.0,1014.0,NW,172.09,0,0
5.0,0,13.0,1014.0,NW,177.01,0,0
5.0,0,10.0,1014.0,NW,180.14,0,0
4.0,3,12.0,1015.0,NW,183.27,0,0
6.0,2,15.0,1015.0,NW,186.4,0,0
10.0,2,16.0,1016.0,NE,3.13,0,0
13.0,1,18.0,1017.0,NW,3.13,0,0
12.0,3,20.0,1016.0,NE,1.79,0,0
12.0,2,21.0,1016.0,NW,4.92,0,0
16.0,2,22.0,1015.0,NE,4.92,0,0
16.0,2,22.0,1015.0,NE,9.84,0,0
18.0,2,23.0,1014.0,NW,4.02,0,0
16.0,3,23.0,1014.0,NE,4.02,0,0
11.0,3,23.0,1013.0,SE,1.79,0,0
20.0,3,23.0,1013.0,NE,3.13,0,0
20.0,3,22.0,1013.0,SE,1.79,0,0
19.0,3,21.0,1014.0,NE,1.79,0,0
24.0,4,19.0,1015.0,NE,2.68,0,0
39.0,4,20.0,1016.0,cv,0.89,0,0
35.0,4,16.0,1017.0,SE,5.81,0,0
54.0,4,15.0,1018.0,SE,10.73,0,0
49.0,5,14.0,1019.0,SE,15.65,0,0
43.0,6,14.0,1019.0,SE,17.44,0,0
40.0,6,13.0,1019.0,SE,19.23,0,0
37.0,6,12.0,1019.0,SE,22.36,0,0
38.0,6,11.0,1019.0,cv,0.89,0,0
33.0,6,10.0,1019.0,SE,0.89,0,0
31.0,7,11.0,1020.0,SE,1.78,0,0
55.0,7,15.0,1020.0,cv,0.45,0,0
51.0,8,16.0,1020.0,SE,1.79,0,0
55.0,8,17.0,1020.0,cv,0.89,0,0
49.0,7,18.0,1020.0,SE,1.79,0,0
42.0,6,20.0,1019.0,cv,1.79,0,0
44.0,6,21.0,1018.0,SE,4.92,0,0
44.0,5,22.0,1018.0,cv,1.79,0,0
40.0,5,22.0,1016.0,SE,4.92,0,0
43.0,6,24.0,1016.0,SE,8.05,0,0
45.0,5,24.0,1015.0,SE,12.97,0,0
41.0,5,23.0,1015.0,SE,17.89,0,0
43.0,5,22.0,1015.0,SE,22.81,0,0
38.0,4,21.0,1015.0,SE,26.83,0,0
44.0,6,19.0,1016.0,SE,30.85,0,0
43.0,6,18.0,1017.0,SE,34.87,0,0
46.0,6,16.0,1017.0,SE,38.0,0,0
54.0,6,15.0,1018.0,SE,41.13,0,0
52.0,6,14.0,1018.0,SE,42.92,0,0
54.0,5,13.0,1018.0,cv,0.89,0,0
60.0,6,12.0,1018.0,SE,0.89,0,0
69.0,5,12.0,1018.0,cv,0.89,0,0
75.0,5,12.0,1018.0,SE,1.79,0,0
73.0,5,12.0,1019.0,SE,4.92,0,0
72.0,6,12.0,1019.0,cv,0.89,0,0
78.0,6,14.0,1020.0,SE,1.79,0,0
83.0,8,17.0,1020.0,SE,3.58,0,0
83.0,7,19.0,1020.0,SE,5.37,0,0
82.0,9,21.0,1019.0,cv,0.89,0,0
74.0,6,22.0,1019.0,cv,2.68,0,0
60.0,7,24.0,1018.0,cv,4.47,0,0
43.0,5,25.0,1017.0,SE,4.92,0,0
41.0,5,25.0,1016.0,SE,8.94,0,0
57.0,6,25.0,1016.0,SE,12.96,0,0
66.0,6,25.0,1015.0,SE,16.09,0,0
68.0,7,24.0,1015.0,SE,19.22,0,0
78.0,7,23.0,1015.0,SE,22.35,0,0
83.0,7,22.0,1015.0,SE,25.48,0,0
68.0,5,21.0,1016.0,SE,29.5,0,0
64.0,5,20.0,1017.0,SE,33.52,0,0
69.0,6,18.0,1017.0,SE,36.65,0,0
64.0,7,17.0,1017.0,SE,39.78,0,0
60.0,7,16.0,1017.0,SE,41.57,0,0
65.0,7,15.0,1017.0,NE,1.79,0,0
61.0,7,14.0,1017.0,cv,0.89,0,0
83.0,6,15.0,1016.0,SE,1.79,0,0
112.0,6,14.0,1016.0,SE,2.68,0,0
99.0,6,14.0,1016.0,SE,5.81,0,0
108.0,7,14.0,1016.0,SE,7.6,0,0
123.0,8,16.0,1017.0,SE,9.39,0,0
117.0,8,17.0,1017.0,SE,12.52,0,0
130.0,9,19.0,1016.0,SE,14.31,0,0
130.0,8,20.0,1016.0,SE,16.1,0,0
138.0,9,20.0,1016.0,SE,19.23,0,0
147.0,9,21.0,1015.0,SE,22.36,0,0
157.0,10,22.0,1015.0,SE,24.15,0,0
140.0,11,22.0,1014.0,SE,25.94,0,0
140.0,10,22.0,1014.0,NW,1.79,0,0
159.0,10,22.0,1013.0,SE,3.13,0,1
158.0,10,21.0,1013.0,NW,3.13,0,2
168.0,11,20.0,1013.0,NW,6.26,0,3
173.0,11,19.0,1012.0,NE,1.79,0,0
181.0,13,18.0,1013.0,NE,2.68,0,1
193.0,13,17.0,1013.0,cv,0.89,0,2
209.0,13,17.0,1014.0,NE,0.89,0,3
216.0,14,17.0,1014.0,cv,0.89,0,4
219.0,14,17.0,1014.0,NE,0.89,0,0
224.0,14,17.0,1013.0,cv,0.89,0,0
231.0,14,17.0,1013.0,NW,0.89,0,0
237.0,13,15.0,1013.0,NW,2.68,0,0
238.0,12,14.0,1013.0,NW,4.47,0,0
235.0,12,14.0,1014.0,NW,6.26,0,0
222.0,14,15.0,1014.0,NW,8.05,0,0
221.0,14,16.0,1014.0,NW,9.84,0,0
223.0,14,18.0,1014.0,NW,11.63,0,0
203.0,13,20.0,1014.0,NW,13.42,0,0
191.0,13,22.0,1014.0,NW,15.21,0,0
185.0,13,24.0,1014.0,cv,0.89,0,0
181.0,13,26.0,1013.0,cv,4.02,0,0
162.0,13,27.0,1012.0,cv,4.91,0,0
185.0,11,28.0,1011.0,SE,1.79,0,0
188.0,11,28.0,1011.0,cv,0.89,0,0
170.0,12,28.0,1010.0,SE,3.13,0,0
142.0,11,27.0,1010.0,SE,7.15,0,0
126.0,10,27.0,1010.0,SE,11.17,0,0
117.0,10,24.0,1011.0,SE,14.3,0,0
113.0,10,24.0,1012.0,SE,16.09,0,0
122.0,11,23.0,1012.0,SE,17.88,0,0
114.0,11,23.0,1013.0,SE,21.9,0,0
113.0,11,21.0,1013.0,SE,25.92,0,0
107.0,11,21.0,1014.0,SE,27.71,0,0
105.0,11,20.0,1014.0,SE,30.84,0,0
98.0,10,18.0,1014.0,SE,33.97,0,0
115.0,11,18.0,1014.0,SE,35.76,0,0
121.0,11,18.0,1014.0,SE,38.89,0,0
144.0,11,17.0,1014.0,SE,42.02,0,0
185.0,12,17.0,1015.0,SE,43.81,0,0
182.0,12,18.0,1015.0,SE,47.83,0,0
178.0,13,19.0,1015.0,SE,51.85,0,0
185.0,13,20.0,1015.0,SE,54.98,0,0
163.0,13,22.0,1015.0,SE,56.77,0,0
145.0,13,22.0,1015.0,SE,58.56,0,0
137.0,13,22.0,1014.0,SE,61.69,0,0
136.0,12,22.0,1014.0,SE,65.71,0,0
100.0,12,22.0,1013.0,SE,70.63,0,1
81.0,13,21.0,1013.0,SE,73.76,0,0
56.0,12,20.0,1013.0,SE,78.68,0,1
33.0,12,19.0,1013.0,SE,82.7,0,2
70.0,13,17.0,1013.0,SE,88.51,0,3
87.0,14,16.0,1014.0,SE,90.3,0,4
69.0,14,15.0,1014.0,SE,93.43,0,5
47.0,14,15.0,1014.0,SE,95.22,0,6
48.0,13,15.0,1014.0,SE,97.01,0,7
47.0,14,15.0,1013.0,SE,98.8,0,8
51.0,13,15.0,1013.0,SE,101.93,0,0
49.0,13,14.0,1012.0,SE,103.72,0,1
36.0,13,14.0,1012.0,cv,0.89,0,2
44.0,13,14.0,1011.0,SE,1.79,0,3
41.0,13,14.0,1011.0,SE,3.58,0,4
50.0,13,14.0,1011.0,cv,0.89,0,5
51.0,13,14.0,1011.0,cv,1.78,0,6
48.0,13,14.0,1011.0,cv,2.67,0,7
53.0,13,14.0,1011.0,SE,1.79,0,0
77.0,13,15.0,1011.0,SE,3.58,0,0
74.0,14,16.0,1011.0,SE,5.37,0,0
82.0,14,17.0,1011.0,SE,7.16,0,0
75.0,14,18.0,1010.0,SE,10.29,0,0
76.0,14,19.0,1010.0,SE,13.42,0,0
79.0,15,19.0,1009.0,SE,16.55,0,0
84.0,14,20.0,1008.0,cv,1.79,0,0
89.0,13,20.0,1007.0,SE,3.13,0,0
,13,19.0,1007.0,SE,4.92,0,0
,13,19.0,1008.0,cv,0.89,0,0
90.0,13,18.0,1007.0,SE,3.13,0,0
83.0,13,18.0,1008.0,SE,7.15,0,0
96.0,13,17.0,1008.0,SE,10.28,0,0
74.0,13,17.0,1008.0,SE,13.41,0,0
84.0,13,16.0,1007.0,SE,18.33,0,0
86.0,13,16.0,1006.0,SE,22.35,0,0
86.0,13,16.0,1005.0,SE,25.48,0,0
94.0,13,16.0,1005.0,SE,27.27,0,0
105.0,13,16.0,1004.0,SE,29.06,0,0
89.0,14,15.0,1004.0,NW,3.13,0,1
79.0,12,15.0,1004.0,NW,10.28,0,2
13.0,12,14.0,1005.0,NW,16.09,0,3
12.0,11,14.0,1004.0,NW,21.9,0,4
17.0,11,13.0,1004.0,NW,29.95,0,5
13.0,12,16.0,1003.0,NW,33.97,0,6
16.0,9,18.0,1003.0,NW,39.78,0,0
37.0,9,19.0,1002.0,NW,45.59,0,0
53.0,8,21.0,1001.0,NW,48.72,0,0
72.0,6,23.0,1000.0,NW,59.9,0,0
64.0,7,24.0,999.0,SE,7.15,0,0
60.0,8,25.0,998.0,SE,12.07,0,0
54.0,13,14.0,999.0,NW,5.81,0,1
29.0,12,18.0,1000.0,SE,3.13,0,0
41.0,13,19.0,1000.0,cv,0.89,0,0
56.0,10,19.0,1000.0,SE,3.13,0,0
33.0,6,20.0,1000.0,NW,7.15,0,1
31.0,7,18.0,1001.0,NW,11.17,0,0
41.0,7,15.0,1001.0,cv,1.79,0,0
58.0,7,17.0,1001.0,NW,1.79,0,0
49.0,9,13.0,1001.0,cv,0.89,0,0
38.0,9,13.0,1001.0,cv,1.78,0,0
41.0,9,14.0,1001.0,SE,3.13,0,0
34.0,8,14.0,1001.0,SE,6.26,0,0
27.0,9,11.0,1001.0,NE,1.79,0,0
23.0,9,11.0,1001.0,cv,0.89,0,0
34.0,10,13.0,1001.0,NW,0.89,0,0
34.0,10,19.0,1001.0,cv,0.89,0,0
43.0,10,21.0,1001.0,NW,1.79,0,0
50.0,5,25.0,1001.0,SE,4.02,0,0
47.0,6,27.0,1000.0,SE,8.94,0,0
44.0,4,29.0,1000.0,NW,5.81,0,0
36.0,3,30.0,999.0,SE,4.92,0,0
29.0,0,32.0,998.0,NW,9.83,0,0
27.0,1,33.0,998.0,NW,21.01,0,0
30.0,0,33.0,998.0,NW,30.84,0,0
30.0,-2,34.0,997.0,NW,39.78,0,0
21.0,-2,33.0,997.0,NW,47.83,0,0
19.0,-3,32.0,998.0,NW,54.98,0,0
21.0,-2,31.0,999.0,NW,62.13,0,0
28.0,-1,29.0,999.0,SE,4.02,0,0
32.0,-2,28.0,1000.0,SE,8.04,0,0
33.0,0,27.0,1001.0,NW,3.13,0,0
44.0,0,26.0,1001.0,NW,6.26,0,0
61.0,4,20.0,1002.0,SE,3.13,0,0
65.0,7,19.0,1002.0,SE,4.92,0,0
66.0,9,16.0,1003.0,cv,0.89,0,0
89.0,8,13.0,1003.0,NW,1.79,0,0
103.0,9,13.0,1004.0,cv,0.89,0,0
113.0,9,13.0,1005.0,cv,1.78,0,0
104.0,10,16.0,1005.0,cv,2.67,0,0
103.0,9,21.0,1006.0,cv,3.56,0,0
75.0,8,22.0,1006.0,NE,1.79,0,0
65.0,7,25.0,1006.0,NW,1.79,0,0
67.0,9,28.0,1006.0,cv,0.89,0,0
53.0,9,30.0,1006.0,cv,2.68,0,0
51.0,4,32.0,1005.0,SE,1.79,0,0
58.0,5,33.0,1005.0,SE,5.81,0,0
39.0,2,34.0,1005.0,SE,8.94,0,0
36.0,0,35.0,1004.0,SE,13.86,0,0
36.0,-2,35.0,1004.0,SE,19.67,0,0
34.0,-1,34.0,1004.0,SE,25.48,0,0
37.0,-1,32.0,1004.0,SE,29.5,0,0
40.0,-1,30.0,1005.0,SE,33.52,0,0
43.0,-1,30.0,1005.0,SE,36.65,0,0
54.0,2,29.0,1006.0,SE,40.67,0,0
68.0,5,25.0,1006.0,SE,43.8,0,0
78.0,7,25.0,1006.0,SE,46.93,0,0
93.0,9,24.0,1006.0,SE,50.06,0,0
91.0,10,22.0,1007.0,SE,51.85,0,0
96.0,10,22.0,1007.0,SE,53.64,0,0
106.0,10,20.0,1007.0,SE,55.43,0,0
101.0,12,19.0,1007.0,SE,57.22,0,0
90.0,12,18.0,1007.0,cv,0.45,0,0
95.0,11,19.0,1008.0,cv,1.34,0,0
105.0,12,20.0,1008.0,cv,2.23,0,0
110.0,13,22.0,1008.0,SE,0.89,0,0
116.0,13,24.0,1009.0,SE,2.68,0,0
129.0,12,25.0,1008.0,SE,4.47,0,0
134.0,13,27.0,1008.0,SE,6.26,0,0
120.0,13,27.0,1008.0,SE,8.05,0,0
78.0,11,27.0,1008.0,SE,9.84,0,0
72.0,7,27.0,1007.0,SE,13.86,0,0
79.0,8,28.0,1007.0,SE,17.88,0,0
86.0,9,28.0,1006.0,SE,21.01,0,0
77.0,8,28.0,1006.0,SE,22.8,0,0
82.0,10,27.0,1006.0,SE,25.93,0,0
65.0,10,25.0,1006.0,SE,27.72,0,0
93.0,12,23.0,1006.0,SE,29.51,0,0
148.0,12,21.0,1006.0,cv,0.89,0,0
197.0,12,20.0,1007.0,cv,1.78,0,0
234.0,12,18.0,1007.0,SE,0.89,0,0
229.0,12,17.0,1007.0,NW,1.79,0,0
214.0,12,16.0,1006.0,NE,0.89,0,0
229.0,12,16.0,1006.0,NE,1.78,0,0
198.0,11,16.0,1006.0,NW,1.79,0,0
163.0,11,16.0,1006.0,NW,2.68,0,0
119.0,11,15.0,1006.0,NW,3.57,0,0
124.0,11,16.0,1007.0,NW,5.36,0,0
131.0,12,19.0,1007.0,NW,8.49,0,0
157.0,12,21.0,1007.0,cv,0.89,0,0
178.0,13,24.0,1007.0,cv,1.78,0,0
187.0,14,25.0,1007.0,cv,2.67,0,0
182.0,14,26.0,1007.0,cv,4.46,0,0
174.0,14,28.0,1006.0,SE,1.79,0,0
167.0,10,29.0,1005.0,cv,3.13,0,0
128.0,8,30.0,1005.0,SE,3.13,0,0
108.0,10,30.0,1004.0,SE,6.26,0,0
121.0,12,29.0,1004.0,SE,12.07,0,0
127.0,13,28.0,1004.0,SE,16.09,0,0
118.0,11,27.0,1004.0,SE,20.11,0,0
116.0,9,26.0,1004.0,SE,24.13,0,0
115.0,9,24.0,1005.0,SE,27.26,0,0
123.0,11,22.0,1006.0,SE,29.05,0,0
106.0,12,19.0,1006.0,cv,0.89,0,0
118.0,12,19.0,1005.0,cv,1.78,0,0
149.0,12,18.0,1005.0,cv,2.67,0,0
163.0,12,17.0,1004.0,cv,3.56,0,0
155.0,13,16.0,1004.0,SE,0.89,0,0
150.0,13,18.0,1003.0,SE,2.68,0,0
155.0,12,15.0,1003.0,NW,1.79,0,0
176.0,11,15.0,1003.0,NW,3.58,0,0
165.0,12,16.0,1003.0,cv,0.89,0,0
138.0,13,19.0,1003.0,NW,3.13,0,0
139.0,12,21.0,1003.0,NW,6.26,0,0
140.0,11,24.0,1003.0,NW,8.05,0,0
139.0,12,26.0,1002.0,NW,11.18,0,0
135.0,11,28.0,1001.0,NW,12.97,0,0
115.0,10,31.0,1000.0,cv,0.89,0,0
100.0,8,32.0,999.0,cv,4.02,0,0
104.0,4,34.0,998.0,NW,4.02,0,0
70.0,4,35.0,997.0,SE,1.79,0,0
63.0,2,34.0,996.0,cv,1.79,0,0
53.0,2,35.0,995.0,SE,3.13,0,0
79.0,5,32.0,996.0,SE,6.26,0,0
72.0,13,27.0,997.0,SE,13.41,0,0
165.0,13,24.0,998.0,SE,16.54,0,1
149.0,12,22.0,1000.0,SE,20.56,0,0
139.0,11,21.0,1000.0,SE,24.58,0,0
93.0,11,20.0,1000.0,SE,27.71,0,0
100.0,11,19.0,1000.0,cv,0.89,0,0
78.0,11,17.0,1000.0,cv,1.78,0,0
78.0,12,17.0,999.0,SE,0.89,0,0
73.0,11,16.0,1000.0,NE,1.79,0,0
85.0,11,16.0,1000.0,cv,0.89,0,0
98.0,10,16.0,1000.0,NW,1.79,0,0
47.0,8,20.0,1001.0,NE,4.02,0,0
45.0,8,23.0,1003.0,NW,1.79,0,0
40.0,6,24.0,1004.0,NW,9.84,0,0
35.0,7,26.0,1004.0,NW,17.89,0,0
30.0,7,28.0,1004.0,NW,25.04,0,0
31.0,7,26.0,1005.0,NW,30.85,0,0
24.0,7,26.0,1005.0,NW,38.9,0,0
42.0,7,29.0,1005.0,NW,46.05,0,0
28.0,7,29.0,1004.0,NW,51.86,0,0
23.0,6,29.0,1004.0,NW,56.78,0,0
28.0,7,30.0,1003.0,NW,60.8,0,0
26.0,7,29.0,1003.0,NW,64.82,0,0
23.0,6,29.0,1004.0,NW,69.74,0,0
30.0,7,26.0,1004.0,NW,72.87,0,0
44.0,6,24.0,1005.0,NE,1.79,0,0
45.0,3,23.0,1006.0,NW,4.02,0,0
28.0,3,20.0,1007.0,NW,7.15,0,0
18.0,1,20.0,1007.0,NW,10.28,0,0
20.0,0,20.0,1008.0,cv,0.89,0,0
24.0,-2,22.0,1009.0,NW,4.92,0,0
18.0,0,17.0,1009.0,NW,8.05,0,0
28.0,1,17.0,1010.0,NW,9.84,0,0
16.0,1,17.0,1010.0,NW,13.86,0,0
14.0,2,18.0,1011.0,NW,15.65,0,0
14.0,2,19.0,1012.0,NW,19.67,0,0
24.0,4,21.0,1013.0,NE,3.13,0,0
29.0,4,23.0,1013.0,NW,4.02,0,0
45.0,4,24.0,1013.0,NW,8.94,0,0
33.0,6,26.0,1013.0,NW,12.07,0,0
46.0,5,27.0,1012.0,NW,16.99,0,0
39.0,6,29.0,1012.0,cv,3.13,0,0
